City_ID,City,Lat,Lng,Current Conditions,Max Temp,Humidity,Cloudiness,Wind Speed,Rainfall,Snowfall,Country,Date
231,Cap Malheureux,-19.98,57.61,broken clouds,78.01,78,75,19.46,0.0,0.0,MU,2020-04-07 00:23:29
232,Puerto Leguizamo,-0.19,-74.78,broken clouds,74.64,89,83,2.35,0.0,0.0,CO,2020-04-07 00:23:29
233,Huarmey,-10.07,-78.15,scattered clouds,74.79,73,25,6.76,0.0,0.0,PE,2020-04-07 00:23:29
234,Hambantota,6.12,81.12,scattered clouds,78.76,83,25,4.23,0.0,0.0,LK,2020-04-07 00:23:29
235,Road Town,18.42,-64.62,clear sky,80.6,74,1,10.29,0.0,0.0,VG,2020-04-07 00:23:29
236,Anjar,23.13,70.02,few clouds,76.44,52,13,9.26,0.0,0.0,IN,2020-04-07 00:23:30
237,Terre Haute,39.47,-87.41,overcast clouds,68.0,64,90,3.36,0.0,0.0,US,2020-04-07 00:20:00
238,Klaksvik,62.23,-6.59,few clouds,41.0,75,14,17.22,0.0,0.0,FO,2020-04-07 00:23:30
239,Gazanjyk,39.24,55.52,light rain,47.1,47,99,23.2,0.15,0.0,TM,2020-04-07 00:23:30
240,Bathsheba,13.22,-59.52,scattered clouds,80.6,78,40,14.99,0.0,0.0,BB,2020-04-07 00:23:30
241,Mokrousovo,55.81,66.77,light rain,34.65,90,100,12.93,0.27,0.0,RU,2020-04-07 00:21:06
242,Ugoofaaru,5.67,73.0,few clouds,84.58,59,13,1.86,0.0,0.0,MV,2020-04-07 00:23:31
243,Pondicherry,11.93,79.83,few clouds,80.71,81,13,8.1,0.0,0.0,IN,2020-04-07 00:19:52
244,Laguna,38.42,-121.42,moderate rain,57.0,87,90,5.26,0.0,0.0,US,2020-04-07 00:23:31
245,Santiago Del Estero,-27.8,-64.26,few clouds,68.81,39,17,7.99,0.0,0.0,AR,2020-04-07 00:23:31
246,Kupino,54.37,77.3,few clouds,35.38,91,17,10.29,0.0,0.0,RU,2020-04-07 00:23:32
247,Sarahan,31.52,77.8,clear sky,38.91,26,1,9.08,0.0,0.0,IN,2020-04-07 00:23:32
248,Narsaq,60.92,-46.05,clear sky,24.8,38,9,6.93,0.0,0.0,GL,2020-04-07 00:23:32
249,Lavumisa,-27.31,31.89,scattered clouds,68.0,77,41,2.24,0.0,0.0,SZ,2020-04-07 00:23:32
250,Anloga,5.79,0.9,few clouds,80.6,78,20,5.82,0.0,0.0,GH,2020-04-07 00:23:32
251,Kavaratti,10.57,72.64,broken clouds,83.59,73,62,7.56,0.0,0.0,IN,2020-04-07 00:23:33
252,Kitgum,3.28,32.89,overcast clouds,73.38,41,100,4.68,0.0,0.0,UG,2020-04-07 00:23:33
253,Chitipa,-9.7,33.27,light rain,62.98,64,94,0.94,0.24,0.0,MW,2020-04-07 00:23:33
254,Horizontina,-27.63,-54.31,scattered clouds,60.01,95,34,2.48,0.0,0.0,BR,2020-04-07 00:23:33
255,Oxapampa,-10.58,-75.4,light rain,63.19,52,32,1.41,1.21,0.0,PE,2020-04-07 00:23:33
256,El Bagre,7.59,-74.81,moderate rain,80.19,83,88,0.65,5.08,0.0,CO,2020-04-07 00:23:33
257,Ensley,30.52,-87.27,clear sky,73.4,68,1,6.93,0.0,0.0,US,2020-04-07 00:23:34
258,Shelburne,44.08,-80.2,overcast clouds,57.2,26,90,14.99,0.0,0.0,CA,2020-04-07 00:23:34
259,Paamiut,61.99,-49.67,scattered clouds,19.6,91,41,4.85,0.0,0.0,GL,2020-04-07 00:23:34
260,Skjervoy,70.03,20.97,light rain,38.19,76,100,13.42,0.14,0.0,NO,2020-04-07 00:23:35
261,Sumter,28.71,-82.08,clear sky,75.99,69,1,3.36,0.0,0.0,US,2020-04-07 00:23:35
262,Serenje,-13.23,30.24,scattered clouds,59.92,52,27,0.74,0.0,0.0,ZM,2020-04-07 00:23:35
263,Nieuw Amsterdam,5.88,-55.08,broken clouds,82.0,86,76,1.99,0.0,0.0,SR,2020-04-07 00:23:35
264,Los Llanos De Aridane,28.66,-17.92,scattered clouds,66.2,77,27,5.82,0.0,0.0,ES,2020-04-07 00:23:36
265,Obo,5.4,26.49,few clouds,72.3,69,12,3.6,0.0,0.0,CF,2020-04-07 00:23:36
266,Kennett,36.24,-90.06,clear sky,75.2,60,1,9.17,0.0,0.0,US,2020-04-07 00:23:36
267,Krasnoselkup,65.7,82.47,overcast clouds,29.75,97,99,4.68,0.0,0.0,RU,2020-04-07 00:23:36
268,Rock Sound,24.9,-76.2,broken clouds,73.04,78,59,16.22,0.0,0.0,BS,2020-04-07 00:23:36
269,Virginia Beach,36.85,-75.98,broken clouds,62.01,81,75,4.7,0.0,0.0,US,2020-04-07 00:23:37
270,Matara,5.95,80.54,clear sky,76.73,82,0,1.88,0.0,0.0,LK,2020-04-07 00:23:37
271,Tias,28.96,-13.64,few clouds,68.0,82,20,8.05,0.0,0.0,ES,2020-04-07 00:23:37
272,Pafos,34.77,32.42,few clouds,55.4,87,20,5.82,0.0,0.0,CY,2020-04-07 00:23:38
273,Grand Gaube,-20.01,57.66,broken clouds,78.01,78,75,19.46,0.0,0.0,MU,2020-04-07 00:23:38
274,Sabaudia,41.3,13.03,few clouds,51.01,78,17,4.16,0.0,0.0,IT,2020-04-07 00:23:38
275,Ergani,38.27,39.76,scattered clouds,48.2,81,40,4.7,0.0,0.0,TR,2020-04-07 00:23:38
276,Kruisfontein,-34.0,24.73,overcast clouds,52.92,68,89,18.25,0.0,0.0,ZA,2020-04-07 00:23:39
277,Tabory,58.52,64.55,broken clouds,24.78,95,63,9.71,0.0,0.0,RU,2020-04-07 00:23:39
278,Odienne,9.51,-7.57,overcast clouds,76.82,63,98,6.31,0.0,0.0,CI,2020-04-07 00:23:40
279,Santa Rosa,14.31,121.11,few clouds,87.01,66,20,4.7,0.0,0.0,PH,2020-04-07 00:23:40
280,Kadoma,34.73,135.58,broken clouds,55.0,43,75,1.12,0.0,0.0,JP,2020-04-07 00:23:01
281,Caorle,45.6,12.88,clear sky,57.0,53,0,10.29,0.0,0.0,IT,2020-04-07 00:23:40
282,Abu Zabad,12.35,29.25,clear sky,80.46,13,0,6.93,0.0,0.0,SD,2020-04-07 00:23:40
283,Kulhudhuffushi,6.62,73.07,light rain,84.29,67,4,4.41,0.12,0.0,MV,2020-04-07 00:23:40
284,Thinadhoo,0.53,72.93,few clouds,83.95,68,16,3.24,0.0,0.0,MV,2020-04-07 00:23:40
285,Gobabis,-22.45,18.97,scattered clouds,62.6,77,31,2.24,0.0,0.0,NA,2020-04-07 00:23:41
286,Upington,-28.45,21.26,overcast clouds,57.2,47,87,11.41,0.0,0.0,ZA,2020-04-07 00:21:52
287,Karlskoga,59.33,14.52,scattered clouds,44.01,60,35,5.82,0.0,0.0,SE,2020-04-07 00:23:41
288,Bahia Blanca,-38.72,-62.27,clear sky,53.01,43,1,7.11,0.0,0.0,AR,2020-04-07 00:22:17
289,Yarim,14.3,44.38,clear sky,57.27,28,0,3.2,0.0,0.0,YE,2020-04-07 00:23:42
290,Ventspils,57.39,21.56,broken clouds,39.2,64,58,5.82,0.0,0.0,LV,2020-04-07 00:23:42
291,Benghazi,32.12,20.07,clear sky,59.77,74,0,10.09,0.0,0.0,LY,2020-04-07 00:20:01
292,Mangaluru,12.87,74.88,scattered clouds,80.6,83,40,6.93,0.0,0.0,IN,2020-04-07 00:22:15
293,Chingirlau,51.09,54.08,clear sky,31.28,89,0,11.45,0.0,0.0,KZ,2020-04-07 00:23:43
294,San Andres,12.58,-81.7,few clouds,82.4,78,20,10.29,0.0,0.0,CO,2020-04-07 00:22:23
295,Houma,29.6,-90.72,overcast clouds,75.2,78,90,9.17,0.0,0.0,US,2020-04-07 00:23:43
296,Alexandria,31.22,29.96,scattered clouds,60.8,72,43,9.17,0.0,0.0,EG,2020-04-07 00:20:02
297,Oussouye,12.48,-16.55,clear sky,75.2,88,0,6.93,0.0,0.0,SN,2020-04-07 00:23:44
298,Mananara,-16.17,49.77,light rain,76.64,79,17,3.85,0.11,0.0,MG,2020-04-07 00:23:44
299,Thivai,38.33,23.32,broken clouds,52.0,70,75,13.87,0.0,0.0,GR,2020-04-07 00:23:44
300,Miranda,3.25,-76.23,scattered clouds,80.6,61,40,8.05,0.0,0.0,CO,2020-04-07 00:23:44
301,Kanniyakumari,8.08,77.57,clear sky,82.45,79,5,9.55,0.0,0.0,IN,2020-04-07 00:23:44
302,Isiolo,0.35,37.58,broken clouds,68.72,52,68,1.79,0.0,0.0,KE,2020-04-07 00:22:08
303,Khakhea,-24.69,23.49,clear sky,67.05,22,2,5.73,0.0,0.0,BW,2020-04-07 00:23:44
304,Filingue,14.35,3.32,clear sky,88.32,10,0,6.89,0.0,0.0,NE,2020-04-07 00:23:45
305,Gao,16.64,1.64,clear sky,84.7,10,0,11.45,0.0,0.0,ML,2020-04-07 00:23:45
306,Snasa,64.25,12.38,broken clouds,38.46,78,80,2.55,0.0,0.0,NO,2020-04-07 00:23:46
307,Inta,66.03,60.17,light snow,16.54,96,100,7.45,0.0,0.8,RU,2020-04-07 00:23:46
308,Ambovombe,-25.17,46.08,few clouds,71.6,72,12,5.19,0.0,0.0,MG,2020-04-07 00:23:46
309,Umbertide,43.31,12.34,clear sky,48.0,65,0,10.29,0.0,0.0,IT,2020-04-07 00:23:47
310,Bouar,5.93,15.6,overcast clouds,67.87,71,95,3.74,0.0,0.0,CF,2020-04-07 00:23:47
311,Pitimbu,-7.47,-34.81,few clouds,78.8,94,20,5.82,0.0,0.0,BR,2020-04-07 00:23:47
312,Bandarbeyla,9.49,50.81,clear sky,79.16,68,0,6.98,0.0,0.0,SO,2020-04-07 00:23:47
313,Caravelas,-17.71,-39.25,few clouds,77.27,77,17,8.23,0.0,0.0,BR,2020-04-07 00:23:48
314,Mogadishu,2.04,45.34,scattered clouds,82.22,77,37,16.13,0.0,0.0,SO,2020-04-07 00:23:48
315,Sawakin,19.11,37.33,few clouds,79.39,84,16,10.83,0.0,0.0,SD,2020-04-07 00:23:48
316,Santiago De Cao,-7.96,-79.24,few clouds,74.71,76,22,8.95,0.0,0.0,PE,2020-04-07 00:23:48
317,Umm Lajj,25.02,37.27,clear sky,79.95,48,0,3.94,0.0,0.0,SA,2020-04-07 00:23:48
318,Turukhansk,65.82,87.98,overcast clouds,32.97,97,100,5.44,0.0,0.0,RU,2020-04-07 00:23:48
319,Ormara,25.21,64.64,overcast clouds,77.74,64,91,10.6,0.0,0.0,PK,2020-04-07 00:23:48
320,Namibe,-15.2,12.15,clear sky,74.03,61,0,5.75,0.0,0.0,AO,2020-04-07 00:23:49
321,Duku,11.24,4.91,scattered clouds,89.1,34,34,7.09,0.0,0.0,NG,2020-04-07 00:22:55
322,Omboue,-1.57,9.26,light rain,76.32,85,100,6.22,0.72,0.0,GA,2020-04-07 00:23:49
323,Sarakhs,36.54,61.16,clear sky,51.8,100,0,4.7,0.0,0.0,IR,2020-04-07 00:23:49
324,Hobyo,5.35,48.53,scattered clouds,81.82,77,48,11.36,0.0,0.0,SO,2020-04-07 00:23:49
325,Sakakah,29.97,40.21,clear sky,69.8,21,5,4.7,0.0,0.0,SA,2020-04-07 00:23:50
326,Khandbari,27.37,87.2,clear sky,63.52,21,1,4.9,0.0,0.0,NP,2020-04-07 00:23:50
327,Rushden,52.29,-0.6,clear sky,46.4,81,2,8.05,0.0,0.0,GB,2020-04-07 00:23:51
328,Kemi,65.86,24.82,overcast clouds,32.0,94,100,9.17,0.0,0.0,FI,2020-04-07 00:23:51
329,Puerto Del Rosario,28.5,-13.86,clear sky,68.0,77,0,9.17,0.0,0.0,ES,2020-04-07 00:23:51
330,Ilam,26.92,87.92,clear sky,57.74,22,0,4.99,0.0,0.0,NP,2020-04-07 00:23:51
331,Stratford,41.18,-73.13,clear sky,59.0,50,1,5.82,0.0,0.0,US,2020-04-07 00:23:52
332,Gravdal,68.12,13.5,light rain,41.36,83,100,28.74,0.11,0.0,NO,2020-04-07 00:23:52
333,Aguimes,27.91,-15.45,few clouds,68.0,77,20,16.11,0.0,0.0,ES,2020-04-07 00:23:52
334,Thompson,55.74,-97.86,broken clouds,24.8,68,75,9.17,0.0,0.0,CA,2020-04-07 00:23:52
335,Hattiesburg,31.33,-89.29,clear sky,77.0,53,1,9.17,0.0,0.0,US,2020-04-07 00:23:52
336,Paita,-5.09,-81.11,clear sky,76.82,69,2,14.54,0.0,0.0,PE,2020-04-07 00:23:53
337,Barahona,18.21,-71.1,scattered clouds,78.67,78,43,5.3,0.0,0.0,DO,2020-04-07 00:23:53
338,Teruel,40.67,-0.67,broken clouds,51.8,100,75,5.82,0.0,0.0,ES,2020-04-07 00:23:53
339,Matagami,49.75,-77.63,clear sky,32.0,96,1,4.7,0.0,0.0,CA,2020-04-07 00:23:53
340,Derzhavinsk,51.1,66.32,light rain,42.85,83,100,22.97,2.7,0.0,KZ,2020-04-07 00:23:53
341,Ashtabula,41.7,-80.77,broken clouds,57.99,18,75,4.7,0.0,0.0,US,2020-04-07 00:23:54
342,Olenino,56.21,33.49,scattered clouds,30.51,92,37,0.63,0.0,0.0,RU,2020-04-07 00:23:54
343,Ambilobe,-13.2,49.05,clear sky,72.97,88,9,2.77,0.0,0.0,MG,2020-04-07 00:23:55
344,Bom Jesus,-9.07,-44.36,broken clouds,77.22,77,82,2.26,0.0,0.0,BR,2020-04-07 00:23:55
345,Abu Samrah,35.3,37.18,overcast clouds,53.44,73,90,7.47,0.0,0.0,SY,2020-04-07 00:23:55
346,Morant Bay,17.88,-76.41,few clouds,82.4,83,20,8.05,0.0,0.0,JM,2020-04-07 00:23:56
347,Cabinda,-5.55,12.2,overcast clouds,80.85,87,99,6.06,0.0,0.0,AO,2020-04-07 00:23:56
348,Bani Walid,31.76,13.99,clear sky,55.0,67,0,4.79,0.0,0.0,LY,2020-04-07 00:23:56
349,Guanica,17.97,-66.91,overcast clouds,82.0,75,90,13.87,0.0,0.0,PR,2020-04-07 00:23:56
350,Grindavik,63.84,-22.43,shower rain,32.0,88,75,25.28,0.0,0.0,IS,2020-04-07 00:23:56
351,Madimba,-10.4,40.33,few clouds,78.3,76,13,2.62,0.0,0.0,TZ,2020-04-07 00:23:57
352,Madaras,46.06,19.26,clear sky,44.38,54,0,9.42,0.0,0.0,HU,2020-04-07 00:23:57
353,Viedma,-40.81,-63.0,few clouds,50.31,49,14,4.03,0.0,0.0,AR,2020-04-07 00:20:26
354,Rodrigues Alves,-7.74,-72.65,light rain,77.23,87,79,1.52,0.57,0.0,BR,2020-04-07 00:23:57
355,Santa Cruz,-17.8,-63.17,broken clouds,77.0,83,75,6.93,0.0,0.0,BO,2020-04-07 00:20:37
356,Isiro,2.77,27.62,overcast clouds,67.6,78,99,1.63,0.0,0.0,CD,2020-04-07 00:23:58
357,Kampene,-3.6,26.67,light rain,69.17,82,100,2.21,2.56,0.0,CD,2020-04-07 00:23:58
358,Porosozero,62.72,32.73,light snow,27.73,92,95,9.75,0.0,0.11,RU,2020-04-07 00:23:58
359,Port-Gentil,-0.72,8.78,light rain,80.19,75,100,12.86,1.23,0.0,GA,2020-04-07 00:23:58
360,Itacurubi Del Rosario,-24.5,-56.68,overcast clouds,74.21,77,99,9.22,0.0,0.0,PY,2020-04-07 00:23:58
361,Severnyy,50.68,36.55,broken clouds,42.8,28,67,2.24,0.0,0.0,RU,2020-04-07 00:23:58
362,Henties Bay,-22.12,14.28,clear sky,59.0,91,0,8.55,0.0,0.0,NA,2020-04-07 00:23:59
363,Kasongo-Lunda,-6.47,16.82,light rain,71.4,76,35,1.28,0.4,0.0,CD,2020-04-07 00:23:59
364,Desaguadero,-16.57,-69.04,light rain,51.03,23,26,6.96,0.24,0.0,PE,2020-04-07 00:23:59
365,Praia Da Vitoria,38.73,-27.07,broken clouds,62.6,100,75,18.23,0.0,0.0,PT,2020-04-07 00:23:59
366,Qena,26.16,32.72,clear sky,75.2,36,0,7.52,0.0,0.0,EG,2020-04-07 00:23:59
367,Odweyne,9.41,45.06,clear sky,75.47,37,0,5.44,0.0,0.0,SO,2020-04-07 00:24:00
368,Nara,34.69,135.8,broken clouds,55.0,38,77,1.12,0.0,0.0,JP,2020-04-07 00:24:00
369,Bondo,3.81,23.69,light rain,70.27,79,18,2.06,0.54,0.0,CD,2020-04-07 00:24:00
370,Montepuez,-13.13,39.0,scattered clouds,67.19,86,28,2.89,0.0,0.0,MZ,2020-04-07 00:24:01
371,Lalganj,25.87,85.18,haze,69.8,56,0,2.24,0.0,0.0,IN,2020-04-07 00:24:02
372,Coihaique,-45.58,-72.07,broken clouds,46.4,70,75,3.36,0.0,0.0,CL,2020-04-07 00:24:02
373,Marienburg,54.04,19.03,clear sky,53.6,37,0,9.17,0.0,0.0,PL,2020-04-07 00:24:02
374,Rio Grande,-32.03,-52.1,few clouds,64.17,60,11,25.14,0.0,0.0,BR,2020-04-07 00:20:28
375,Dzhubga,44.32,38.7,clear sky,45.0,53,1,24.83,0.0,0.0,RU,2020-04-07 00:24:02
376,Hamilton,39.18,-84.53,broken clouds,66.99,63,75,3.36,0.0,0.0,US,2020-04-07 00:24:03
377,Keetmanshoop,-26.58,18.13,few clouds,59.0,62,13,10.29,0.0,0.0,NA,2020-04-07 00:24:03
378,Amapa,1.0,-52.0,light rain,75.63,94,100,3.58,0.13,0.0,BR,2020-04-07 00:24:03
379,Copiapo,-27.37,-70.33,broken clouds,60.8,87,75,6.93,0.0,0.0,CL,2020-04-07 00:20:09
380,Athol,42.6,-72.23,clear sky,55.4,49,1,5.82,0.0,0.0,US,2020-04-07 00:24:04
381,Mabaruma,8.2,-59.78,overcast clouds,76.91,84,92,6.98,0.0,0.0,GY,2020-04-07 00:24:04
382,San Cristobal,7.77,-72.22,haze,84.2,66,40,5.82,0.0,0.0,VE,2020-04-07 00:24:05
383,Inongo,-1.95,18.27,light rain,73.81,86,98,2.24,0.25,0.0,CD,2020-04-07 00:24:05
384,Mwinilunga,-11.74,24.43,light rain,63.84,65,100,2.28,1.9,0.0,ZM,2020-04-07 00:24:05
385,Khyriv,49.53,22.85,clear sky,40.26,59,0,4.68,0.0,0.0,UA,2020-04-07 00:24:06
386,Rocha,-34.48,-54.33,light rain,53.53,68,0,10.27,0.12,0.0,UY,2020-04-07 00:24:06
387,Kidal,18.44,1.41,clear sky,80.26,12,0,13.58,0.0,0.0,ML,2020-04-07 00:24:07
388,Kolpny,52.23,37.04,overcast clouds,34.63,82,99,3.29,0.0,0.0,RU,2020-04-07 00:21:03
389,Mtsamboro,-12.7,45.07,few clouds,80.6,83,20,4.7,0.0,0.0,YT,2020-04-07 00:24:07
390,Nioro,13.35,-15.75,clear sky,81.52,24,0,8.66,0.0,0.0,GM,2020-04-07 00:24:08
391,Cuorgne,45.39,7.65,clear sky,54.0,61,0,2.24,0.0,0.0,IT,2020-04-07 00:24:08
392,Ibiapina,-3.92,-40.89,overcast clouds,68.79,81,95,4.0,0.0,0.0,BR,2020-04-07 00:24:08
393,Bengkulu,-3.8,102.27,light rain,77.54,81,96,6.2,0.45,0.0,ID,2020-04-07 00:22:32
394,Batavia,41.85,-88.31,broken clouds,62.6,82,75,4.7,0.0,0.0,US,2020-04-07 00:24:08
395,Klaipeda,55.72,21.12,few clouds,48.2,39,20,10.29,0.0,0.0,LT,2020-04-07 00:24:09
396,Vagur,61.47,-6.81,light rain,44.37,67,18,27.94,0.14,0.0,FO,2020-04-07 00:24:09
397,Warmbad,-28.45,18.73,broken clouds,51.04,57,61,9.73,0.0,0.0,NA,2020-04-07 00:24:09
398,Qandala,11.47,49.87,clear sky,80.78,63,5,1.86,0.0,0.0,SO,2020-04-07 00:24:10
399,Aden,12.78,45.04,clear sky,79.59,73,0,11.48,0.0,0.0,YE,2020-04-07 00:24:10
400,Nizhniy Baskunchak,48.22,46.83,few clouds,33.37,80,11,15.52,0.0,0.0,RU,2020-04-07 00:20:05
401,Llanes,43.42,-4.75,overcast clouds,53.01,97,99,9.98,0.0,0.0,ES,2020-04-07 00:24:10
402,Stolac,43.08,17.96,clear sky,57.2,20,0,12.75,0.0,0.0,BA,2020-04-07 00:24:11
403,Kiruna,67.86,20.23,overcast clouds,28.4,86,100,6.93,0.0,0.0,SE,2020-04-07 00:20:00
404,Balasheyka,53.28,48.09,few clouds,27.64,92,17,16.13,0.0,0.0,RU,2020-04-07 00:24:11
405,Aasiaat,68.71,-52.87,scattered clouds,9.3,83,41,9.26,0.0,0.0,GL,2020-04-07 00:24:11
406,Beitbridge,-22.22,30.0,clear sky,71.4,28,0,3.78,0.0,0.0,ZW,2020-04-07 00:24:11
407,Rio De Janeiro,-22.9,-43.21,clear sky,77.0,83,3,3.36,0.0,0.0,BR,2020-04-07 00:24:12
408,Santarem,-2.44,-54.71,thunderstorm,80.6,94,40,4.7,0.0,0.0,BR,2020-04-07 00:24:12
409,Siparia,10.13,-61.5,few clouds,80.6,78,20,9.17,0.0,0.0,TT,2020-04-07 00:24:12
410,Rio Claro,-22.41,-47.56,scattered clouds,75.2,78,46,1.12,0.0,0.0,BR,2020-04-07 00:24:12
411,Lucapa,-8.42,20.74,light rain,67.77,72,81,1.68,0.35,0.0,AO,2020-04-07 00:24:13
412,Olafsvik,64.89,-23.71,light snow,31.87,94,99,32.1,0.0,0.92,IS,2020-04-07 00:24:14
413,Methoni,36.82,21.7,overcast clouds,53.01,66,93,5.82,0.0,0.0,GR,2020-04-07 00:24:14
414,Asyut,27.18,31.18,clear sky,64.4,55,0,11.41,0.0,0.0,EG,2020-04-07 00:24:14
415,Ziebice,50.6,17.04,clear sky,51.01,33,0,4.0,0.0,0.0,PL,2020-04-07 00:24:14
416,Iqaluit,63.75,-68.51,few clouds,5.0,65,20,20.8,0.0,0.0,CA,2020-04-07 00:24:05
417,Mayachnyy,52.68,55.69,light snow,27.09,95,17,18.72,0.0,0.18,RU,2020-04-07 00:24:15
418,Bonao,18.94,-70.41,scattered clouds,78.8,78,40,4.7,0.0,0.0,DO,2020-04-07 00:24:15
419,Liverpool,53.41,-2.98,clear sky,46.0,81,0,3.36,0.0,0.0,GB,2020-04-07 00:24:15
420,Rusape,-18.53,32.13,clear sky,60.26,59,1,6.42,0.0,0.0,ZW,2020-04-07 00:24:15
421,Tucuman,-26.82,-65.22,overcast clouds,71.6,83,90,6.93,0.0,0.0,AR,2020-04-07 00:21:26
422,Sao Gabriel,-30.34,-54.32,clear sky,65.1,44,7,15.37,0.0,0.0,BR,2020-04-07 00:24:15
423,Windhoek,-22.56,17.08,clear sky,62.01,47,0,5.82,0.0,0.0,NA,2020-04-07 00:24:16
424,Nefteyugansk,61.1,72.6,overcast clouds,37.4,100,90,8.95,0.0,0.0,RU,2020-04-07 00:24:16
425,Nuuk,64.18,-51.72,overcast clouds,21.2,67,96,3.36,0.0,0.0,GL,2020-04-07 00:24:16
426,Porto Santo,33.07,-16.34,broken clouds,66.2,93,75,9.17,0.0,0.0,PT,2020-04-07 00:24:17
427,Baragaon,25.43,82.82,clear sky,75.52,24,0,6.04,0.0,0.0,IN,2020-04-07 00:24:18
428,Santa Cruz Del Sur,20.71,-78.0,few clouds,79.93,72,12,5.37,0.0,0.0,CU,2020-04-07 00:24:18
429,Manta,-0.95,-80.73,broken clouds,78.8,88,75,2.24,0.0,0.0,EC,2020-04-07 00:22:11
430,Cabedelo,-6.98,-34.83,few clouds,78.8,94,20,5.82,0.0,0.0,BR,2020-04-07 00:24:18
431,Murgab,37.5,61.97,mist,53.6,100,40,6.93,0.0,0.0,TM,2020-04-07 00:24:19
432,Elat,29.56,34.95,scattered clouds,68.0,49,31,17.22,0.0,0.0,IL,2020-04-07 00:24:19
433,Waddan,29.16,16.14,clear sky,57.4,33,0,4.99,0.0,0.0,LY,2020-04-07 00:24:19
434,Pangody,65.85,74.49,light snow,28.18,98,99,5.21,0.0,0.47,RU,2020-04-07 00:24:19
435,Puerto Morazan,12.85,-87.17,few clouds,89.6,59,20,4.7,0.0,0.0,NI,2020-04-07 00:24:19
436,Tres Lagoas,-20.75,-51.68,light rain,77.16,73,52,1.5,0.78,0.0,BR,2020-04-07 00:24:19
437,Kudahuvadhoo,2.67,72.89,broken clouds,84.09,65,73,3.69,0.0,0.0,MV,2020-04-07 00:24:20
438,Orodara,10.95,-4.93,broken clouds,79.63,50,57,10.47,0.0,0.0,BF,2020-04-07 00:24:20
439,Chicama,-7.84,-79.15,few clouds,76.03,67,20,7.45,0.0,0.0,PE,2020-04-07 00:24:20
440,Sergeyevka,53.88,67.42,moderate rain,41.13,87,100,12.44,3.37,0.0,KZ,2020-04-07 00:24:20
441,Luau,-10.71,22.22,light rain,64.99,70,98,0.22,0.92,0.0,AO,2020-04-07 00:24:20
442,Sumbe,-11.21,13.84,few clouds,77.18,88,18,2.51,0.0,0.0,AO,2020-04-07 00:24:21
443,Nova Russas,-4.71,-40.56,overcast clouds,74.53,88,98,1.39,0.0,0.0,BR,2020-04-07 00:24:21
444,Honningsvag,70.98,25.97,broken clouds,28.4,79,75,16.11,0.0,0.0,NO,2020-04-07 00:24:21
445,Awbari,26.59,12.78,clear sky,64.27,24,0,10.85,0.0,0.0,LY,2020-04-07 00:24:22
446,Adrasmon,40.65,69.99,scattered clouds,57.2,71,40,20.13,0.0,0.0,TJ,2020-04-07 00:24:22
447,Vila Nova De Milfontes,37.72,-8.78,light rain,60.01,95,62,8.99,0.96,0.0,PT,2020-04-07 00:24:22
448,Chapais,49.78,-74.85,overcast clouds,28.4,58,90,4.7,0.0,0.0,CA,2020-04-07 00:24:22
449,Norwich,52.63,1.3,clear sky,46.99,75,2,3.36,0.0,0.0,GB,2020-04-07 00:24:23
450,Uray,60.12,64.78,broken clouds,23.52,96,72,9.06,0.0,0.0,RU,2020-04-07 00:24:23
451,Carutapera,-1.2,-46.02,light rain,80.69,88,100,10.54,0.26,0.0,BR,2020-04-07 00:24:23
452,Aksarka,66.56,67.8,broken clouds,14.45,96,73,5.3,0.0,0.0,RU,2020-04-07 00:24:24
453,Pavilosta,56.89,21.19,broken clouds,48.2,39,53,9.17,0.0,0.0,LV,2020-04-07 00:24:24
454,Umm Bab,25.21,50.81,clear sky,75.0,40,1,4.68,0.0,0.0,QA,2020-04-07 00:24:24
455,Teya,60.38,92.63,scattered clouds,28.09,94,39,3.4,0.0,0.0,RU,2020-04-07 00:21:06
456,Bardiyah,31.76,25.09,clear sky,57.9,73,0,8.01,0.0,0.0,LY,2020-04-07 00:24:25
457,Wawa,9.9,4.42,scattered clouds,85.82,57,29,12.3,0.0,0.0,NG,2020-04-07 00:24:25
458,Narva-Joesuu,59.46,28.04,broken clouds,38.28,77,73,10.76,0.0,0.0,EE,2020-04-07 00:24:26
459,La Asuncion,11.03,-63.86,scattered clouds,80.6,88,40,24.16,0.0,0.0,VE,2020-04-07 00:24:26
460,Kolyvan,55.31,82.74,overcast clouds,39.2,86,90,6.71,0.0,0.0,RU,2020-04-07 00:24:26
461,Lugovoy,42.95,72.76,scattered clouds,51.94,46,48,3.76,0.0,0.0,KZ,2020-04-07 00:24:26
462,Bodmin,50.47,-4.72,clear sky,48.99,75,9,4.7,0.0,0.0,GB,2020-04-07 00:19:47
463,Lapa,-25.77,-49.72,broken clouds,64.4,100,75,10.29,0.0,0.0,BR,2020-04-07 00:23:52
464,Necochea,-38.55,-58.74,light rain,55.99,73,10,20.0,0.22,0.0,AR,2020-04-07 00:24:27
465,Axim,4.87,-2.24,light rain,81.63,84,15,5.84,0.18,0.0,GH,2020-04-07 00:24:27
466,General Roca,-39.03,-67.58,clear sky,57.2,54,0,2.24,0.0,0.0,AR,2020-04-07 00:24:28
467,Talnakh,69.49,88.4,light shower snow,30.2,100,90,20.13,0.0,0.0,RU,2020-04-07 00:24:28
